,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_4,xmeas_6,xmeas_8,xmeas_9,xmeas_10,xmeas_18,xmeas_19,xmeas_21,xmeas_22,xmeas_24,xmeas_25,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_38,xmeas_39,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_9,xmv_10,xmv_11
4988750,18,499,251,0.62319,3553.6,8.5226,42.046,74.939,120.44,0.39571,71.336,294.74,95.647,66.573,9.6083,22.318,22.492,1.7193,30.743,14.455,18.067,23.666,2.4443,5.7421,2.7277,1.0052,0.094899,43.768,60.481,48.483,60.782,56.393,13.667,51.131,73.94,39.323,25.353
4988761,18,499,262,0.53013,3507.8,10.002,43.193,68.764,120.47,0.45192,71.173,369.99,94.858,77.075,9.4776,22.495,20.964,1.7987,34.085,14.566,17.56,22.338,2.4604,5.0412,2.2943,0.8689,0.093371,43.248,60.493,48.346,52.525,68.172,17.482,55.492,92.004,40.191,21.056
4988763,18,499,264,0.44139,3594.6,10.124,43.147,68.201,120.46,0.44183,70.987,382.54,94.677,77.358,9.2926,22.579,20.355,1.8059,34.39,14.408,17.551,21.88,2.447,5.477,2.5631,0.8689,0.093371,43.248,61.427,48.667,43.229,65.532,19.693,52.566,94.337,41.574,18.29
4988789,18,499,290,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.8549,29.43,13.859,1.5028,39.826,12.402,27.469,11.228,2.0322,3.754,1.8272,0.53317,0.092798,44.096,66.327,60.499,0.0,73.995,33.348,20.079,78.052,46.847,18.761
4988814,18,499,315,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.6986,29.63,13.427,1.5331,39.855,12.624,28.595,11.326,2.0363,3.7798,1.7183,0.47555,0.065317,45.522,70.738,71.644,0.0,85.028,-0.024311,0.0,-0.077867,50.125,18.155
4988817,18,499,318,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9749,29.83,13.902,1.4843,39.772,12.575,28.053,11.385,2.0238,3.7224,1.8168,0.48034,0.08474,45.26,71.038,73.679,0.0,86.352,-0.024311,0.0,-0.085308,50.471,18.082
4988831,18,499,332,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9076,29.572,13.402,1.4943,39.664,12.585,27.641,11.075,2.0044,3.7184,1.8482,0.47768,0.071255,44.665,73.161,77.989,0.0,92.53,-0.024311,1.2287,-0.09539,51.952,17.743
4988832,18,499,333,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9632,29.851,14.076,1.4882,40.091,12.646,28.22,11.243,2.032,3.7147,1.8012,0.47768,0.071255,44.665,73.898,80.538,0.0,92.972,-0.024311,0.0,-0.09539,52.05,17.718
4988858,18,499,359,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.8854,29.464,13.769,1.475,39.898,12.628,27.809,11.051,2.0527,3.6878,1.7491,0.49334,0.079842,45.175,77.456,90.774,0.0,100.01,-0.024311,6.1741,-0.12194,54.187,17.088
4988878,18,499,379,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9244,29.557,13.977,1.5316,39.803,12.785,28.182,11.711,2.0261,3.6756,1.804,0.47574,0.058967,44.202,82.677,98.797,0.0,100.01,-0.024311,0.0,-0.14019,55.315,16.603
4988899,18,499,400,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9328,29.245,13.742,1.5541,39.635,12.571,27.979,11.48,2.0115,3.685,1.7876,0.49476,0.092044,45.36,87.556,98.999,0.0,100.01,-0.024311,0.0,-0.15915,56.015,16.094
4988914,18,499,415,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9158,29.237,14.087,1.4919,39.831,12.683,28.16,11.008,2.0124,3.6473,1.734,0.48636,0.092249,44.172,90.37,100.0,0.0,100.01,-0.024311,0.0,-0.17001,56.211,15.73
4988932,18,499,433,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9903,29.995,13.577,1.5099,39.298,12.603,27.51,11.61,2.05,3.646,1.7956,0.49588,0.085144,44.973,93.139,100.0,0.0,100.01,-0.024311,2.2036,-0.18881,56.114,15.293
4988945,18,499,446,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.8192,29.175,14.042,1.4918,39.854,12.624,28.148,11.165,2.0181,3.656,1.8093,0.49726,0.078502,45.817,95.93,99.829,0.0,100.01,-0.024311,2.8575,-0.20361,55.816,14.978
4988955,18,499,456,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.8341,29.76,13.824,1.5046,39.784,12.73,27.923,11.635,2.0896,3.771,1.8396,0.47993,0.079868,45.394,98.213,100.0,6.0622,100.01,-0.024311,0.0,-0.21362,55.459,14.736
4988960,18,499,461,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.7649,29.422,13.669,1.5209,39.727,12.796,28.004,11.555,2.0555,3.7541,1.7624,0.46839,0.074908,44.277,97.908,100.0,0.0,100.01,-0.024311,1.0942,-0.21742,55.238,14.614
4988982,18,499,483,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.9627,29.812,13.928,1.5095,40.083,12.518,28.097,11.741,2.074,3.6842,1.8867,0.47609,0.089259,45.408,99.827,100.0,0.0,100.01,-0.024311,0.0,-0.23373,53.931,14.081
4988989,18,499,490,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,8.0579,29.662,13.896,1.4693,39.777,12.69,27.821,11.194,2.0335,3.7289,1.8713,0.47132,0.087762,45.058,99.16,99.997,0.0,100.01,-0.024311,0.0,-0.2413,53.401,13.911
4988998,18,499,499,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.811,29.38,13.657,1.48,39.722,12.634,28.37,11.664,2.0699,3.7731,1.7376,0.48619,0.068089,44.851,100.0,100.0,0.0,100.01,-0.024311,0.0,-0.24662,52.639,13.693
4988999,18,499,500,0.0024544,3781.0,11.048,43.491,71.501,120.4,0.30085,68.307,405.4,92.394,75.674,7.811,29.38,13.657,1.48,39.722,12.634,28.37,11.664,2.0699,3.7731,1.7376,0.48619,0.068089,44.851,100.0,100.0,0.0,100.01,-0.024311,0.0,-0.24662,52.549,13.669
4989250,19,499,251,0.27923,3654.8,9.1716,42.236,75.794,120.43,0.32423,65.326,221.01,94.645,76.913,9.0719,26.661,19.344,1.6577,31.965,13.694,24.08,18.78,2.228,4.8429,2.256,0.83305,0.10808,44.837,62.31,53.48,26.961,60.751,21.296,38.429,45.141,41.342,19.997
4989261,19,499,262,0.26508,3646.3,9.2583,42.744,75.343,120.37,0.3319,65.458,219.55,94.778,76.992,8.9419,27.007,18.587,1.6823,32.429,13.823,24.283,18.718,2.2773,4.8298,2.2534,0.85826,0.099167,43.41,63.052,53.777,26.287,63.91,22.066,39.53,44.089,40.508,20.26
4989263,19,499,264,0.30371,3689.6,9.1892,42.256,75.45,120.41,0.33328,65.429,219.01,94.808,77.511,9.0398,26.706,18.473,1.6776,32.647,13.865,24.245,18.512,2.2771,4.8779,2.3169,0.85826,0.099167,43.41,63.154,54.19,29.578,58.908,21.714,39.529,43.941,41.917,16.798
4989289,19,499,290,0.28566,3692.5,9.4004,42.259,75.267,120.44,0.34376,65.941,234.97,94.341,77.67,8.9886,26.277,18.517,1.6794,33.115,13.727,23.933,18.891,2.3175,4.7995,2.4282,0.86717,0.10583,43.487,64.078,53.588,28.011,62.002,23.006,41.121,49.34,41.329,20.595
4989314,19,499,315,0.19669,3745.8,9.3082,41.95,74.857,120.45,0.33702,66.056,238.02,94.413,77.277,9.0044,26.317,18.684,1.6651,32.845,13.786,23.607,18.005,2.2448,4.8784,2.2869,0.83129,0.097049,44.352,64.299,54.282,19.341,61.132,22.169,40.46,48.396,42.421,16.118
4989317,19,499,318,0.18603,3722.4,9.3026,42.241,74.909,120.41,0.33187,65.99,234.23,94.442,77.007,9.0077,26.377,18.727,1.6415,33.158,13.805,24.193,18.347,2.218,4.7827,2.278,0.80473,0.093876,43.844,63.614,53.917,17.743,62.568,22.508,39.96,49.094,41.855,19.923
4989331,19,499,332,0.27779,3708.9,9.3437,42.353,75.855,120.39,0.36902,65.847,228.69,94.366,76.926,8.8023,26.645,18.779,1.6684,33.143,13.801,24.176,18.411,2.2536,4.8541,2.275,0.82008,0.089948,43.262,62.957,53.603,27.218,59.36,21.607,43.173,46.219,41.124,17.78
4989332,19,499,333,0.2242,3668.4,9.3357,42.449,75.561,120.41,0.33597,65.79,225.52,94.632,77.267,9.0079,27.051,18.524,1.649,32.757,13.716,23.901,18.56,2.2479,5.0054,2.2114,0.82008,0.089948,43.262,63.418,54.011,21.789,60.45,21.984,40.626,46.546,42.024,17.976
4989358,19,499,359,0.21843,3723.2,9.32,42.558,74.902,120.47,0.35094,65.333,219.5,94.502,77.246,8.8677,26.324,18.886,1.6494,33.287,13.826,23.797,18.625,2.2284,4.7904,2.2797,0.8422,0.12296,44.36,64.224,53.785,21.478,60.569,23.441,41.891,45.646,43.329,18.702
4989378,19,499,379,0.24806,3645.7,9.3934,42.005,74.832,120.39,0.33841,65.622,228.21,94.536,77.467,8.8547,26.689,18.882,1.6044,33.018,13.655,24.283,18.298,2.2355,4.828,2.287,0.83885,0.10715,43.928,62.904,54.776,24.211,59.079,22.338,40.242,46.459,40.873,20.187
4989399,19,499,400,0.25737,3664.0,9.4742,42.274,74.598,120.38,0.34823,65.555,228.27,94.744,77.258,8.7504,26.433,18.658,1.6907,32.954,13.866,24.609,18.82,2.2303,4.7697,2.2187,0.81567,0.09189,43.09,62.058,53.992,25.56,58.959,21.904,41.218,46.305,41.283,18.737
4989414,19,499,415,0.21877,3637.7,9.3918,42.703,74.756,120.4,0.33515,65.252,219.98,94.41,77.051,8.865,26.264,18.29,1.6418,32.874,13.813,24.441,18.595,2.2368,4.7754,2.4167,0.8526,0.096649,42.849,63.813,54.254,21.629,63.156,22.673,40.456,45.718,41.554,18.22
4989432,19,499,433,0.27359,3702.6,9.3351,41.879,75.255,120.41,0.33161,65.582,228.14,94.537,77.194,8.7588,26.182,18.965,1.6388,32.666,13.911,23.396,18.965,2.2639,4.8124,2.3452,0.83938,0.1122,43.909,64.298,53.724,26.915,61.887,20.706,38.636,48.229,41.353,18.144
4989445,19,499,446,0.23671,3644.5,9.3157,42.295,75.433,120.41,0.34229,66.007,237.42,94.486,77.253,8.9496,26.554,18.4,1.6598,32.615,13.7,23.958,18.661,2.2561,4.742,2.3675,0.83795,0.096189,43.432,63.523,53.448,23.412,62.47,22.516,40.781,48.916,41.346,17.565
4989455,19,499,456,0.23385,3659.5,9.3091,42.115,75.698,120.4,0.33302,65.935,233.84,94.91,77.464,8.7289,26.136,18.524,1.678,33.324,13.806,24.293,18.62,2.2714,4.7325,2.3485,0.83921,0.094093,44.44,62.764,54.259,22.308,60.023,22.187,39.283,50.017,41.113,17.641
4989460,19,499,461,0.27044,3708.6,9.4473,42.618,74.904,120.44,0.30324,65.886,238.02,94.724,77.388,8.7764,26.546,18.611,1.6593,33.307,13.769,24.071,18.319,2.2782,4.8866,2.3141,0.83316,0.089082,44.205,62.916,54.752,26.343,61.279,22.193,35.88,49.828,42.804,17.779
4989482,19,499,483,0.2873,3683.6,9.3757,42.131,74.821,120.44,0.32229,66.01,233.5,94.412,77.564,8.946,26.17,18.384,1.6447,33.009,13.791,23.912,18.488,2.2645,4.666,2.3035,0.83152,0.095671,44.282,64.184,53.298,27.724,59.094,21.641,37.672,49.855,41.765,17.655
4989489,19,499,490,0.20694,3693.9,9.2878,42.746,75.934,120.37,0.35075,66.043,235.45,94.536,77.11,8.884,26.061,18.336,1.6568,33.531,13.784,24.131,18.212,2.2406,4.8049,2.2674,0.81802,0.094433,43.143,63.415,53.837,20.552,61.414,23.609,41.123,49.5,41.014,18.393
4989498,19,499,499,0.28376,3695.6,9.4157,42.223,75.558,120.39,0.32417,66.089,234.25,94.676,77.298,9.0906,26.244,18.755,1.6237,33.008,13.714,22.985,19.329,2.2518,4.8764,2.3317,0.82728,0.08532,44.617,63.07,54.402,27.463,59.077,22.11,38.643,48.386,40.4,17.874
4989499,19,499,500,0.28209,3646.8,9.3689,42.464,75.083,120.42,0.32153,66.054,234.49,94.584,77.143,9.0906,26.244,18.755,1.6237,33.008,13.714,22.985,19.329,2.2518,4.8764,2.3317,0.82728,0.08532,44.617,63.909,54.471,27.627,60.631,22.403,38.965,48.307,41.268,19.971
4989750,20,499,251,0.25154,3584.8,9.3305,42.323,75.064,120.38,0.31793,65.789,224.16,94.913,77.428,8.8975,26.796,18.666,1.6242,32.313,13.817,23.728,19.078,2.286,4.9939,2.3747,0.85,0.10716,43.621,62.106,53.806,24.482,60.623,21.737,37.856,46.719,40.161,18.816
4989761,20,499,262,0.22854,3671.8,9.5413,42.447,74.014,120.39,0.3549,65.601,230.18,94.813,77.253,8.7327,26.078,18.883,1.6525,32.862,13.832,23.774,18.74,2.2709,4.7555,2.3229,0.85407,0.096531,44.308,62.407,54.479,22.4,62.495,21.365,41.612,47.396,41.117,18.539
4989763,20,499,264,0.20854,3632.3,9.5016,42.43,74.266,120.39,0.34169,65.655,231.42,94.651,77.407,8.8132,25.847,18.888,1.6606,33.08,13.784,23.799,18.755,2.2912,4.9285,2.2409,0.85407,0.096531,44.308,62.765,54.162,20.333,61.75,21.35,40.096,47.707,40.934,20.465
4989789,20,499,290,0.22589,3613.5,9.2865,42.218,75.531,120.39,0.3407,65.4,237.98,94.696,76.782,8.7789,26.581,18.705,1.6373,32.825,13.944,24.587,18.266,2.2565,4.8369,2.21,0.83508,0.09867,43.087,62.561,54.042,22.379,64.941,18.158,39.955,48.501,40.716,20.404
4989814,20,499,315,0.27978,3679.0,9.2451,42.402,74.996,120.39,0.31685,65.537,231.87,94.695,77.067,8.8076,26.72,18.636,1.5934,32.345,13.805,24.273,18.5,2.2589,4.7895,2.3273,0.83195,0.097533,43.833,62.915,54.822,28.028,60.563,21.099,37.719,47.351,40.455,18.806
4989817,20,499,318,0.29741,3643.2,9.2874,42.37,75.343,120.43,0.32949,65.499,231.14,94.655,76.971,8.7969,27.054,18.801,1.6567,32.478,13.838,23.994,18.065,2.2314,4.7454,2.2907,0.85793,0.10422,44.029,61.944,54.399,29.191,58.292,20.868,39.625,46.893,41.987,20.839
4989831,20,499,332,0.29953,3669.5,9.3813,42.346,75.612,120.42,0.32742,65.787,238.5,94.605,76.129,8.9244,26.289,19.038,1.6857,32.613,13.871,24.393,18.632,2.254,4.7856,2.3288,0.85729,0.091836,44.395,62.617,54.706,29.222,58.962,17.366,39.292,49.542,41.277,19.794
4989832,20,499,333,0.29242,3627.3,9.1283,42.646,75.162,120.37,0.33799,65.684,239.94,94.785,76.334,9.2241,26.376,18.911,1.6389,32.603,13.816,23.891,18.611,2.3074,4.7358,2.3349,0.85729,0.091836,44.395,62.964,53.761,28.744,59.212,17.111,40.109,49.686,40.65,18.488
4989858,20,499,359,0.26403,3589.7,9.5328,42.165,74.417,120.4,0.3533,66.639,249.99,94.743,77.864,8.9406,25.604,19.045,1.6915,33.199,13.859,22.847,18.717,2.2632,4.8877,2.3178,0.83969,0.11385,44.268,63.2,53.911,26.058,60.073,21.445,42.475,53.112,40.712,16.938
4989878,20,499,379,0.26798,3677.7,9.4936,42.377,74.917,120.41,0.34623,66.339,252.13,94.413,76.958,8.9915,26.671,18.542,1.5963,33.897,13.65,24.117,18.317,2.2663,4.8499,2.2593,0.80832,0.099381,44.032,63.452,54.54,26.348,60.758,20.023,39.964,52.816,42.099,18.313
4989899,20,499,400,0.21436,3649.4,9.3181,42.676,75.369,120.37,0.36542,65.306,229.1,95.148,76.815,8.8962,26.181,18.987,1.6606,33.28,14.041,24.231,18.091,2.2323,4.7508,2.3048,0.79094,0.076964,43.908,62.569,53.898,21.014,60.298,16.432,43.443,46.383,40.157,17.38
4989914,20,499,415,0.26118,3675.0,9.4433,42.132,74.222,120.43,0.32664,65.063,208.71,94.595,77.006,8.8509,25.935,19.026,1.6139,33.188,13.738,23.844,18.3,2.2842,4.9402,2.3784,0.83637,0.10803,43.482,63.27,53.915,25.665,60.062,21.779,39.325,42.029,41.634,20.625
4989932,20,499,433,0.26665,3669.1,9.358,42.239,74.813,120.44,0.33507,64.714,206.08,94.64,77.226,8.9062,26.185,18.711,1.6518,33.058,13.682,23.692,18.767,2.2311,4.9089,2.3057,0.86178,0.11519,43.38,62.852,54.543,26.633,62.8,19.912,39.24,41.435,41.332,17.362
4989945,20,499,446,0.24049,3668.9,9.2825,42.419,74.418,120.4,0.33174,64.888,213.59,94.751,77.084,8.9488,26.453,18.329,1.6421,32.465,13.985,23.849,18.491,2.2692,4.8755,2.2247,0.85703,0.11759,43.644,62.035,54.208,23.78,61.295,16.979,39.436,43.148,40.889,19.587
4989955,20,499,456,0.28167,3637.2,9.3646,42.601,75.044,120.42,0.34991,65.227,219.08,94.727,78.509,9.0511,26.02,19.301,1.6467,33.123,13.953,23.723,18.353,2.2477,4.952,2.3533,0.85122,0.11411,43.937,62.928,53.561,27.827,61.415,22.075,42.421,44.994,41.068,19.234
4989960,20,499,461,0.29665,3672.1,9.613,42.517,74.895,120.43,0.33474,65.493,221.8,94.721,77.151,8.839,26.228,18.988,1.6401,33.143,13.886,23.652,18.843,2.2811,5.0084,2.3684,0.8441,0.10906,43.764,63.453,53.481,29.407,59.211,22.243,39.667,45.696,42.157,15.373
4989982,20,499,483,0.27589,3683.7,9.3405,42.381,75.872,120.41,0.31672,65.352,229.02,94.295,76.965,8.9555,25.915,18.19,1.6289,33.301,13.813,24.14,18.257,2.214,4.6949,2.2916,0.82738,0.10012,44.001,63.448,53.662,27.104,60.005,19.274,37.937,46.396,41.044,22.669
4989989,20,499,490,0.1735,3680.4,9.2851,42.339,76.092,120.39,0.34779,65.322,225.95,94.59,76.394,8.7925,26.341,18.167,1.6584,33.53,13.795,24.345,17.889,2.2276,4.8308,2.2412,0.80929,0.10092,43.229,63.594,54.078,17.16,60.181,16.189,41.848,46.083,40.879,18.206
4989998,20,499,499,0.27974,3737.8,9.3238,42.197,76.299,120.41,0.32328,65.751,219.11,94.468,77.135,8.949,26.397,18.565,1.6609,32.383,13.552,23.981,18.638,2.2676,4.9681,2.3553,0.8122,0.11199,43.09,64.083,53.66,26.994,60.998,21.089,39.169,45.26,41.593,18.962
4989999,20,499,500,0.2748,3753.7,9.312,42.592,74.89,120.41,0.32297,65.686,219.89,94.543,76.744,8.949,26.397,18.565,1.6609,32.383,13.552,23.981,18.638,2.2676,4.9681,2.3553,0.8122,0.11199,43.09,63.808,53.82,27.48,62.438,20.844,39.208,45.175,41.858,19.722
4990250,1,500,251,0.82043,3642.6,8.5576,41.931,76.019,120.43,0.30841,66.24,221.66,94.972,77.131,8.8767,26.307,19.806,1.6767,31.76,13.826,23.814,19.358,2.361,4.797,2.2739,0.9052,0.11863,43.655,62.938,54.11,80.8,55.862,20.127,37.676,46.191,40.964,16.95
4990261,1,500,262,0.86295,3644.4,8.666,42.406,73.896,120.44,0.31613,66.952,236.74,94.897,76.877,8.9512,25.788,19.657,1.7055,31.564,14.055,23.299,19.473,2.3507,4.9458,2.3278,0.92029,0.099919,43.42,63.107,53.289,85.512,57.447,19.538,38.629,50.799,40.467,17.931
4990263,1,500,264,0.77874,3617.3,8.6956,42.279,74.847,120.4,0.33364,67.016,242.1,94.991,77.166,8.9559,26.027,19.589,1.7196,31.999,13.935,23.13,20.027,2.3037,5.1086,2.3438,0.92029,0.099919,43.42,63.266,52.664,76.658,56.343,19.854,40.578,51.971,40.788,16.937
4990289,1,500,290,0.7514,3670.3,8.9445,42.895,73.969,120.4,0.29433,68.711,296.46,94.372,77.458,8.5737,26.188,18.18,1.7163,33.66,13.813,23.874,18.42,2.3379,4.9178,2.2613,0.8467,0.07526,44.157,63.102,53.252,73.875,59.165,22.888,34.158,67.023,41.73,19.585
4990314,1,500,315,0.71059,3647.9,8.6317,42.151,75.738,120.36,0.29503,67.88,271.45,94.784,76.852,8.9045,26.336,18.529,1.6596,33.372,13.838,24.633,17.673,2.2613,4.7777,2.3297,0.77357,0.10175,44.383,62.832,55.085,70.055,59.68,23.486,34.163,59.42,40.097,19.417
4990317,1,500,318,0.78426,3647.6,8.714,42.43,75.847,120.41,0.31021,67.543,264.99,94.667,77.166,8.6693,26.728,18.486,1.6958,32.986,13.729,24.286,17.86,2.279,4.7602,2.241,0.78692,0.089477,43.984,63.004,54.462,76.789,56.5,23.361,36.78,57.744,40.972,17.385
4990331,1,500,332,0.78562,3700.6,8.6261,42.061,75.616,120.44,0.31981,67.251,248.72,94.654,77.256,8.941,26.578,18.746,1.6989,32.743,13.82,23.778,18.885,2.3323,4.7296,2.2852,0.85356,0.12232,44.154,63.538,53.597,77.066,55.225,20.907,38.137,53.723,40.738,18.797
4990332,1,500,333,0.77219,3603.6,8.6843,42.283,76.443,120.37,0.30471,67.297,248.3,94.899,77.056,8.9467,26.334,19.214,1.7007,32.561,13.889,23.897,19.243,2.3309,4.9056,2.3425,0.85356,0.12232,44.154,62.362,54.543,76.221,55.064,20.699,36.726,53.818,39.563,17.102
4990358,1,500,359,0.82641,3703.7,8.9202,42.414,74.53,120.42,0.3195,68.339,281.82,94.458,77.862,8.9569,25.765,19.296,1.7406,32.257,13.851,22.803,19.059,2.3706,4.9732,2.4373,0.89552,0.10815,43.905,63.47,52.922,81.233,56.357,21.398,38.179,63.332,41.401,15.808
4990378,1,500,379,0.70475,3629.6,8.9574,41.872,74.849,120.41,0.32314,69.135,305.03,94.596,77.638,8.8004,26.104,18.401,1.7428,33.751,13.938,22.929,18.138,2.3638,4.8272,2.2987,0.79974,0.10035,43.227,63.462,53.592,69.572,57.905,23.169,38.537,69.859,41.904,17.606
4990399,1,500,400,0.70768,3659.0,8.7231,41.957,75.387,120.4,0.30936,68.484,284.41,94.756,76.973,8.8261,26.689,18.822,1.7128,33.226,13.721,24.307,18.23,2.3333,4.7028,2.2799,0.80361,0.098467,44.477,62.231,54.527,69.65,59.042,22.818,36.668,63.289,40.092,14.92
4990414,1,500,415,0.71674,3588.3,8.802,41.903,74.929,120.42,0.29807,67.942,265.33,94.871,77.128,8.9353,26.24,18.242,1.7422,32.967,13.739,24.023,18.682,2.3111,4.9377,2.3517,0.8146,0.099823,44.217,62.526,53.969,70.463,56.451,21.882,35.273,58.618,41.38,18.367
4990432,1,500,433,0.75598,3691.3,8.7437,42.343,74.311,120.38,0.31284,67.629,261.11,94.912,77.165,8.9582,26.421,18.631,1.738,32.883,13.849,23.601,19.054,2.3584,4.8827,2.3149,0.86081,0.089232,43.458,62.267,53.694,74.611,60.449,21.985,37.804,56.777,40.124,18.942
4990445,1,500,446,0.74255,3624.7,8.7676,42.09,74.17,120.41,0.32296,68.037,274.91,94.605,77.592,9.0887,26.45,18.855,1.7441,32.935,13.761,23.881,18.717,2.3506,4.8716,2.3293,0.86412,0.12315,44.283,62.435,53.691,72.88,59.111,22.457,38.861,60.401,41.356,18.155
4990455,1,500,456,0.73292,3690.7,8.8996,42.612,75.464,120.4,0.32037,68.214,281.43,94.583,77.45,8.9681,26.533,18.991,1.732,32.906,13.907,23.996,17.887,2.352,4.8345,2.3608,0.83797,0.094355,43.917,62.325,53.5,72.365,59.344,22.604,39.088,63.006,40.709,16.031
4990460,1,500,461,0.79987,3611.9,8.8346,42.628,74.774,120.41,0.3263,68.416,284.06,94.504,77.5,8.9746,26.456,18.127,1.7001,33.217,13.978,24.2,18.3,2.3297,4.9149,2.394,0.81364,0.07545,43.123,62.434,53.036,78.285,58.814,23.005,36.664,63.482,41.418,17.553
4990482,1,500,483,0.79035,3664.2,8.6189,42.414,75.153,120.38,0.31738,67.927,270.22,94.531,77.053,9.0296,26.789,18.451,1.7341,32.85,13.875,24.457,18.566,2.3192,4.8127,2.2631,0.80493,0.086099,44.161,62.457,54.823,77.872,56.926,22.55,36.983,59.695,40.379,17.885
4990489,1,500,490,0.76823,3661.6,8.6163,42.052,74.818,120.38,0.3105,67.759,263.88,94.814,77.13,9.0629,26.755,18.869,1.7215,32.941,13.843,24.796,18.617,2.3243,4.8107,2.3383,0.82747,0.090382,43.478,62.023,53.591,75.725,55.836,22.08,37.036,57.608,40.934,19.298
4990498,1,500,499,0.75852,3677.8,8.7002,42.677,75.289,120.39,0.30426,67.839,262.58,94.794,77.403,9.0106,25.988,18.995,1.731,32.251,13.835,24.285,18.916,2.3415,4.8254,2.298,0.8571,0.094691,43.834,62.188,53.313,74.647,57.741,21.314,36.987,57.893,39.665,18.472
4990499,1,500,500,0.75797,3642.6,8.5509,42.453,74.968,120.41,0.30703,67.859,263.43,94.903,77.116,9.0106,25.988,18.995,1.731,32.251,13.835,24.285,18.916,2.3415,4.8254,2.298,0.8571,0.094691,43.834,62.796,53.537,74.701,57.427,21.098,36.65,57.883,40.898,16.114
4990750,2,500,251,0.30968,3692.7,9.6049,42.474,75.326,120.43,0.70905,62.147,106.97,94.446,79.329,8.7779,26.569,19.495,1.029,32.576,13.65,23.986,19.049,1.5039,5.0507,2.42,0.87348,0.076876,43.77,63.8,56.29,30.558,62.729,20.306,85.419,19.815,42.153,15.456
4990761,2,500,262,0.31858,3699.6,9.6127,42.852,73.992,120.43,0.70156,62.635,117.0,94.463,78.765,8.8096,26.496,19.09,1.0371,32.344,13.798,24.168,18.735,1.4583,5.1343,2.4416,0.85256,0.05635,43.612,64.057,56.044,31.963,63.651,20.236,84.331,22.063,41.395,16.607
4990763,2,500,264,0.23222,3672.7,9.6166,42.697,75.076,120.39,0.71592,62.596,119.39,94.594,79.057,8.8117,26.801,19.015,1.0471,32.712,13.671,24.114,19.263,1.4044,5.2914,2.4545,0.85256,0.05635,43.612,64.219,55.49,22.898,62.377,20.526,85.955,22.437,41.634,15.596
4990789,2,500,290,0.27823,3703.5,9.601,43.137,74.696,120.4,0.66294,63.027,133.17,94.399,79.071,8.5375,26.824,18.451,1.0383,32.975,13.655,24.85,18.796,1.4241,5.1647,2.3823,0.84937,0.03733,44.132,63.673,55.471,27.33,63.47,20.839,78.674,25.414,41.676,18.478
4990814,2,500,315,0.27285,3673.4,9.4671,42.546,75.248,120.36,0.67164,62.975,130.11,94.655,78.769,8.924,26.378,18.993,0.98702,32.979,13.793,24.624,18.441,1.3645,5.1319,2.5088,0.82268,0.064494,44.228,63.271,56.374,26.995,65.163,21.307,79.632,24.869,40.415,18.134
4990817,2,500,318,0.34268,3674.4,9.5812,42.842,75.262,120.42,0.68661,62.797,127.42,94.465,79.193,8.684,26.779,18.895,1.0213,32.691,13.683,24.284,18.554,1.3827,5.0962,2.4114,0.82764,0.050715,43.856,63.465,55.768,33.352,62.191,21.504,82.132,24.538,41.432,16.035
4990831,2,500,332,0.30135,3738.0,9.5664,42.512,75.089,120.44,0.6885,62.924,126.7,94.287,79.269,8.903,26.903,18.676,1.0085,33.023,13.713,24.117,18.901,1.4153,4.9932,2.4268,0.84462,0.079548,44.161,64.181,55.33,29.429,61.392,20.509,82.27,24.278,41.577,17.468
